Date,Carburant,Prix
2024-06-03,SP98,1.936
2024-06-04,E10,1.837
2024-06-04,E85,0.884
2024-06-04,GPLc,1.002
2024-06-04,Gazole,1.708
2024-06-04,SP95,1.861
2024-06-04,SP98,1.936
2024-06-05,E10,1.829
2024-06-05,E85,0.882
2024-06-05,GPLc,1.0
2024-06-05,Gazole,1.702
2024-06-05,SP95,1.857
2024-06-05,SP98,1.93
2024-06-06,E10,1.822
2024-06-06,E85,0.863
2024-06-06,GPLc,1.002
2024-06-06,Gazole,1.696
2024-06-06,SP95,1.854
2024-06-06,SP98,1.925
2024-06-07,E10,1.815
2024-06-07,E85,0.861
2024-06-07,GPLc,1.002
2024-06-07,Gazole,1.687
2024-06-07,SP95,1.847
2024-06-07,SP98,1.919
2024-06-08,E10,1.813
2024-06-08,E85,0.863
2024-06-08,GPLc,1.001
2024-06-08,Gazole,1.688
2024-06-08,SP95,1.84
2024-06-08,SP98,1.918
2024-06-09,E10,1.829
2024-06-09,E85,0.868
2024-06-09,GPLc,1.0
2024-06-09,Gazole,1.705
2024-06-09,SP95,1.847
2024-06-09,SP98,1.93
2024-06-10,E10,1.811
2024-06-10,E85,0.862
2024-06-10,GPLc,1.006
2024-06-10,Gazole,1.687
2024-06-10,SP95,1.84
2024-06-10,SP98,1.915
2024-06-11,E10,1.815
2024-06-11,E85,0.866
2024-06-11,GPLc,1.006
2024-06-11,Gazole,1.692
2024-06-11,SP95,1.839
2024-06-11,SP98,1.918
2024-06-12,E10,1.815
2024-06-12,E85,0.864
2024-06-12,GPLc,0.995
2024-06-12,Gazole,1.695
2024-06-12,SP95,1.843
2024-06-12,SP98,1.918
2024-06-13,E10,1.814
2024-06-13,E85,0.861
2024-06-13,GPLc,0.999
2024-06-13,Gazole,1.7
2024-06-13,SP95,1.847
2024-06-13,SP98,1.917
2024-06-14,E10,1.815
2024-06-14,E85,0.863
2024-06-14,GPLc,0.999
2024-06-14,Gazole,1.704
2024-06-14,SP95,1.843
2024-06-14,SP98,1.917
2024-06-15,E10,1.822
2024-06-15,E85,0.863
2024-06-15,GPLc,1.001
2024-06-15,Gazole,1.716
2024-06-15,SP95,1.838
2024-06-15,SP98,1.925
2024-06-16,E10,1.831
2024-06-16,E85,0.869
2024-06-16,GPLc,0.999
2024-06-16,Gazole,1.728
2024-06-16,SP95,1.842
2024-06-16,SP98,1.932
2024-06-17,E10,1.816
2024-06-17,E85,0.86
2024-06-17,GPLc,1.001
2024-06-17,Gazole,1.71
2024-06-17,SP95,1.841
2024-06-17,SP98,1.919
2024-06-18,E10,1.818
2024-06-18,E85,0.862
2024-06-18,GPLc,1.003
2024-06-18,Gazole,1.718
2024-06-18,SP95,1.846
2024-06-18,SP98,1.92
2024-06-19,E10,1.815
2024-06-19,E85,0.859
2024-06-19,GPLc,1.008
2024-06-19,Gazole,1.719
2024-06-19,SP95,1.843
2024-06-19,SP98,1.92
2024-06-20,E10,1.82
2024-06-20,E85,0.86
2024-06-20,GPLc,0.996
2024-06-20,Gazole,1.73
2024-06-20,SP95,1.853
2024-06-20,SP98,1.923
2024-06-21,E10,1.822
2024-06-21,E85,0.858
2024-06-21,GPLc,1.0
2024-06-21,Gazole,1.735
2024-06-21,SP95,1.854
2024-06-21,SP98,1.924
2024-06-22,E10,1.831
2024-06-22,E85,0.862
2024-06-22,GPLc,1.004
2024-06-22,Gazole,1.744
2024-06-22,SP95,1.851
2024-06-22,SP98,1.932
2024-06-23,E10,1.841
2024-06-23,E85,0.866
2024-06-23,GPLc,0.998
2024-06-23,Gazole,1.757
2024-06-23,SP95,1.853
2024-06-23,SP98,1.938
2024-06-24,E10,1.831
2024-06-24,E85,0.858
2024-06-24,GPLc,1.003
2024-06-24,Gazole,1.742
2024-06-24,SP95,1.855
2024-06-24,SP98,1.933
2024-06-25,E10,1.827
2024-06-25,E85,0.862
2024-06-25,GPLc,1.004
2024-06-25,Gazole,1.744
2024-06-25,SP95,1.857
2024-06-25,SP98,1.929
2024-06-26,E10,1.834
2024-06-26,E85,0.858
2024-06-26,GPLc,1.0
2024-06-26,Gazole,1.751
2024-06-26,SP95,1.858
2024-06-26,SP98,1.934
2024-06-27,E10,1.831
2024-06-27,E85,0.862
2024-06-27,GPLc,1.002
2024-06-27,Gazole,1.748
2024-06-27,SP95,1.859
2024-06-27,SP98,1.931
2024-06-28,E10,1.832
2024-06-28,E85,0.857
2024-06-28,GPLc,0.998
2024-06-28,Gazole,1.751
2024-06-28,SP95,1.859
2024-06-28,SP98,1.934
2024-06-29,E10,1.836
2024-06-29,E85,0.86
2024-06-29,GPLc,0.995
2024-06-29,Gazole,1.754
2024-06-29,SP95,1.851
2024-06-29,SP98,1.937
2024-06-30,E10,1.845
2024-06-30,E85,0.864
2024-06-30,GPLc,1.0
2024-06-30,Gazole,1.763
2024-06-30,SP95,1.854
2024-06-30,SP98,1.943
2024-07-01,E10,1.831
2024-07-01,E85,0.865
2024-07-01,GPLc,1.004
2024-07-01,Gazole,1.747
2024-07-01,SP95,1.856
2024-07-01,SP98,1.933
2024-07-02,E10,1.835
2024-07-02,E85,0.863
2024-07-02,GPLc,1.004
2024-07-02,Gazole,1.751
2024-07-02,SP95,1.859
2024-07-02,SP98,1.937
2024-07-03,E10,1.839
2024-07-03,E85,0.859
2024-07-03,GPLc,1.003
2024-07-03,Gazole,1.758
2024-07-03,SP95,1.864
2024-07-03,SP98,1.94
2024-07-04,E10,1.832
2024-07-04,E85,0.858
2024-07-04,GPLc,1.003
2024-07-04,Gazole,1.753
2024-07-04,SP95,1.862
2024-07-04,SP98,1.933
2024-07-05,E10,1.801
2024-07-05,E85,0.848
2024-07-05,GPLc,0.999
2024-07-05,Gazole,1.722
2024-07-05,SP95,1.832
2024-07-05,SP98,1.903
2024-07-06,E10,1.822
2024-07-06,E85,0.853
2024-07-06,GPLc,1.004
2024-07-06,Gazole,1.741
2024-07-06,SP95,1.843
2024-07-06,SP98,1.924
2024-07-07,E10,1.842
2024-07-07,E85,0.867
2024-07-07,GPLc,1.002
2024-07-07,Gazole,1.762
2024-07-07,SP95,1.855
2024-07-07,SP98,1.941
2024-07-08,E10,1.832
2024-07-08,E85,0.857
2024-07-08,GPLc,1.003
2024-07-08,Gazole,1.746
2024-07-08,SP95,1.859
2024-07-08,SP98,1.933
2024-07-09,E10,1.835
2024-07-09,E85,0.859
2024-07-09,GPLc,0.997
2024-07-09,Gazole,1.751
2024-07-09,SP95,1.863
2024-07-09,SP98,1.935
2024-07-10,E10,1.842
2024-07-10,E85,0.859
2024-07-10,GPLc,1.007
2024-07-10,Gazole,1.756
2024-07-10,SP95,1.862
2024-07-10,SP98,1.94
2024-07-11,E10,1.838
2024-07-11,E85,0.864
2024-07-11,GPLc,1.005
2024-07-11,Gazole,1.75
2024-07-11,SP95,1.861
2024-07-11,SP98,1.938
2024-07-12,E10,1.835
2024-07-12,E85,0.856
2024-07-12,GPLc,1.008
2024-07-12,Gazole,1.744
2024-07-12,SP95,1.857
2024-07-12,SP98,1.935
2024-07-13,E10,1.833
2024-07-13,E85,0.858
2024-07-13,GPLc,1.001
2024-07-13,Gazole,1.744
2024-07-13,SP95,1.852
2024-07-13,SP98,1.934
2024-07-14,E10,1.845
2024-07-14,E85,0.867
2024-07-14,GPLc,1.001
2024-07-14,Gazole,1.759
2024-07-14,SP95,1.854
2024-07-14,SP98,1.941
2024-07-15,E10,1.833
2024-07-15,E85,0.86
2024-07-15,GPLc,1.004
2024-07-15,Gazole,1.744
2024-07-15,SP95,1.856
2024-07-15,SP98,1.934
2024-07-16,E10,1.836
2024-07-16,E85,0.866
2024-07-16,GPLc,1.008
2024-07-16,Gazole,1.744
2024-07-16,SP95,1.857
2024-07-16,SP98,1.937
2024-07-17,E10,1.832
2024-07-17,E85,0.86
2024-07-17,GPLc,1.007
2024-07-17,Gazole,1.739
2024-07-17,SP95,1.86
2024-07-17,SP98,1.934
2024-07-18,E10,1.821
2024-07-18,E85,0.856
2024-07-18,GPLc,1.003
2024-07-18,Gazole,1.728
2024-07-18,SP95,1.846
2024-07-18,SP98,1.922
2024-07-19,E10,1.797
2024-07-19,E85,0.835
2024-07-19,GPLc,0.996
2024-07-19,Gazole,1.708
2024-07-19,SP95,1.813
2024-07-19,SP98,1.903
2024-07-20,E10,1.802
2024-07-20,E85,0.845
2024-07-20,GPLc,0.988
2024-07-20,Gazole,1.714
2024-07-20,SP95,1.809
2024-07-20,SP98,1.906
2024-07-21,E10,1.823
2024-07-21,E85,0.854
2024-07-21,GPLc,0.995
2024-07-21,Gazole,1.731
2024-07-21,SP95,1.804
2024-07-21,SP98,1.924
2024-07-22,E10,1.808
2024-07-22,E85,0.85
2024-07-22,GPLc,0.996
2024-07-22,Gazole,1.712
2024-07-22,SP95,1.837
2024-07-22,SP98,1.909
2024-07-23,E10,1.82
2024-07-23,E85,0.857
2024-07-23,GPLc,1.008
2024-07-23,Gazole,1.722
2024-07-23,SP95,1.843
2024-07-23,SP98,1.921
2024-07-24,E10,1.816
2024-07-24,E85,0.857
2024-07-24,GPLc,1.003
2024-07-24,Gazole,1.719
2024-07-24,SP95,1.844
2024-07-24,SP98,1.918
2024-07-25,E10,1.813
2024-07-25,E85,0.852
2024-07-25,GPLc,1.002
2024-07-25,Gazole,1.715
2024-07-25,SP95,1.84
2024-07-25,SP98,1.913
2024-07-26,E10,1.781
2024-07-26,E85,0.844
2024-07-26,GPLc,0.995
2024-07-26,Gazole,1.683
2024-07-26,SP95,1.813
2024-07-26,SP98,1.882
2024-07-27,E10,1.796
2024-07-27,E85,0.85
2024-07-27,GPLc,1.003
2024-07-27,Gazole,1.698
2024-07-27,SP95,1.822
2024-07-27,SP98,1.898
2024-07-28,E10,1.812
2024-07-28,E85,0.856
2024-07-28,GPLc,0.998
2024-07-28,Gazole,1.715
2024-07-28,SP95,1.823
2024-07-28,SP98,1.913
2024-07-29,E10,1.804
2024-07-29,E85,0.85
2024-07-29,GPLc,1.004
2024-07-29,Gazole,1.705
2024-07-29,SP95,1.828
2024-07-29,SP98,1.907
2024-07-30,E10,1.806
2024-07-30,E85,0.852
2024-07-30,GPLc,1.007
2024-07-30,Gazole,1.706
2024-07-30,SP95,1.829
2024-07-30,SP98,1.909
2024-07-31,E10,1.808
2024-07-31,E85,0.852
2024-07-31,GPLc,1.004
2024-07-31,Gazole,1.706
2024-07-31,SP95,1.83
2024-07-31,SP98,1.911
2024-08-01,E10,1.803
2024-08-01,E85,0.848
2024-08-01,GPLc,1.0
2024-08-01,Gazole,1.7
2024-08-01,SP95,1.826
2024-08-01,SP98,1.905
2024-08-02,E10,1.772
2024-08-02,E85,0.817
2024-08-02,GPLc,0.988
2024-08-02,Gazole,1.669
2024-08-02,SP95,1.787
2024-08-02,SP98,1.874
2024-08-03,E10,1.782
2024-08-03,E85,0.837
2024-08-03,GPLc,0.985
2024-08-03,Gazole,1.678
2024-08-03,SP95,1.796
2024-08-03,SP98,1.885
2024-08-04,E10,1.8
2024-08-04,E85,0.848
2024-08-04,GPLc,0.994
2024-08-04,Gazole,1.695
2024-08-04,SP95,1.795
2024-08-04,SP98,1.902
2024-08-05,E10,1.793
2024-08-05,E85,0.84
2024-08-05,GPLc,1.001
2024-08-05,Gazole,1.685
2024-08-05,SP95,1.822
2024-08-05,SP98,1.894
2024-08-06,E10,1.792
2024-08-06,E85,0.848
2024-08-06,GPLc,1.0
2024-08-06,Gazole,1.684
2024-08-06,SP95,1.821
2024-08-06,SP98,1.894
2024-08-07,E10,1.787
2024-08-07,E85,0.847
2024-08-07,GPLc,1.004
2024-08-07,Gazole,1.679
2024-08-07,SP95,1.814
2024-08-07,SP98,1.891
2024-08-08,E10,1.787
2024-08-08,E85,0.85
2024-08-08,GPLc,1.008
2024-08-08,Gazole,1.679
2024-08-08,SP95,1.814
2024-08-08,SP98,1.891
2024-08-09,E10,1.782
2024-08-09,E85,0.849
2024-08-09,GPLc,1.002
2024-08-09,Gazole,1.674
2024-08-09,SP95,1.812
2024-08-09,SP98,1.886
2024-08-10,E10,1.786
2024-08-10,E85,0.851
2024-08-10,GPLc,1.005
2024-08-10,Gazole,1.678
2024-08-10,SP95,1.808
2024-08-10,SP98,1.891
2024-08-11,E10,1.797
2024-08-11,E85,0.858
2024-08-11,GPLc,1.001
2024-08-11,Gazole,1.692
2024-08-11,SP95,1.809
2024-08-11,SP98,1.902
2024-08-12,E10,1.784
2024-08-12,E85,0.847
2024-08-12,GPLc,1.005
2024-08-12,Gazole,1.675
2024-08-12,SP95,1.809
2024-08-12,SP98,1.888
2024-08-13,E10,1.789
2024-08-13,E85,0.853
2024-08-13,GPLc,1.008
2024-08-13,Gazole,1.68
2024-08-13,SP95,1.811
2024-08-13,SP98,1.892
2024-08-14,E10,1.787
2024-08-14,E85,0.849
2024-08-14,GPLc,1.003
2024-08-14,Gazole,1.677
2024-08-14,SP95,1.814
2024-08-14,SP98,1.89
2024-08-15,E10,1.799
2024-08-15,E85,0.856
2024-08-15,GPLc,1.009
2024-08-15,Gazole,1.691
2024-08-15,SP95,1.808
2024-08-15,SP98,1.905
2024-08-16,E10,1.766
2024-08-16,E85,0.828
2024-08-16,GPLc,0.994
2024-08-16,Gazole,1.656
2024-08-16,SP95,1.778
2024-08-16,SP98,1.871
2024-08-17,E10,1.771
2024-08-17,E85,0.845
2024-08-17,GPLc,0.987
2024-08-17,Gazole,1.665
2024-08-17,SP95,1.784
2024-08-17,SP98,1.877
2024-08-18,E10,1.783
2024-08-18,E85,0.849
2024-08-18,GPLc,0.993
2024-08-18,Gazole,1.677
2024-08-18,SP95,1.772
2024-08-18,SP98,1.889
2024-08-19,E10,1.771
2024-08-19,E85,0.838
2024-08-19,GPLc,0.997
2024-08-19,Gazole,1.663
2024-08-19,SP95,1.797
2024-08-19,SP98,1.875
2024-08-20,E10,1.781
2024-08-20,E85,0.851
2024-08-20,GPLc,1.008
2024-08-20,Gazole,1.672
2024-08-20,SP95,1.8
2024-08-20,SP98,1.885
2024-08-21,E10,1.773
2024-08-21,E85,0.848
2024-08-21,GPLc,1.003
2024-08-21,Gazole,1.663
2024-08-21,SP95,1.796
2024-08-21,SP98,1.878
2024-08-22,E10,1.764
2024-08-22,E85,0.844
2024-08-22,GPLc,1.0
2024-08-22,Gazole,1.653
2024-08-22,SP95,1.793
2024-08-22,SP98,1.87
2024-08-23,E10,1.756
2024-08-23,E85,0.847
2024-08-23,GPLc,1.006
2024-08-23,Gazole,1.646
2024-08-23,SP95,1.783
2024-08-23,SP98,1.862
2024-08-24,E10,1.756
2024-08-24,E85,0.849
2024-08-24,GPLc,1.007
2024-08-24,Gazole,1.648
2024-08-24,SP95,1.783
2024-08-24,SP98,1.864
2024-08-25,E10,1.771
2024-08-25,E85,0.858
2024-08-25,GPLc,1.003
2024-08-25,Gazole,1.665
2024-08-25,SP95,1.784
2024-08-25,SP98,1.879
2024-08-26,E10,1.747
2024-08-26,E85,0.847
2024-08-26,GPLc,0.995
2024-08-26,Gazole,1.641
2024-08-26,SP95,1.781
2024-08-26,SP98,1.852
2024-08-27,E10,1.753
2024-08-27,E85,0.85
2024-08-27,GPLc,1.006
2024-08-27,Gazole,1.648
2024-08-27,SP95,1.783
2024-08-27,SP98,1.858
2024-08-28,E10,1.755
2024-08-28,E85,0.849
2024-08-28,GPLc,1.007
2024-08-28,Gazole,1.652
2024-08-28,SP95,1.78
2024-08-28,SP98,1.862
2024-08-29,E10,1.751
2024-08-29,E85,0.844
2024-08-29,GPLc,1.003
2024-08-29,Gazole,1.647
2024-08-29,SP95,1.775
2024-08-29,SP98,1.857
2024-08-30,E10,1.706
2024-08-30,E85,0.831
2024-08-30,GPLc,0.994
2024-08-30,Gazole,1.605
2024-08-30,SP95,1.734
2024-08-30,SP98,1.809
2024-08-31,E10,1.722
2024-08-31,E85,0.836
2024-08-31,GPLc,1.0
2024-08-31,Gazole,1.62
2024-08-31,SP95,1.748
2024-08-31,SP98,1.828
2024-09-01,E10,1.751
2024-09-01,E85,0.848
2024-09-01,GPLc,1.003
2024-09-01,Gazole,1.652
2024-09-01,SP95,1.757
2024-09-01,SP98,1.86
2024-09-02,E10,1.734
2024-09-02,E85,0.833
2024-09-02,GPLc,1.006
2024-09-02,Gazole,1.634
2024-09-02,SP95,1.759
2024-09-02,SP98,1.84
2024-09-03,E10,1.737
2024-09-03,E85,0.831
2024-09-03,GPLc,1.009
2024-09-03,Gazole,1.637
2024-09-03,SP95,1.761
2024-09-03,SP98,1.842
2024-09-04,E10,1.733
2024-09-04,E85,0.827
2024-09-04,GPLc,1.007
2024-09-04,Gazole,1.642
2024-09-04,SP95,1.76
2024-09-04,SP98,1.84
2024-09-05,E10,1.727
2024-09-05,E85,0.827
2024-09-05,GPLc,1.006
2024-09-05,Gazole,1.637
2024-09-05,SP95,1.753
2024-09-05,SP98,1.833
2024-09-06,E10,1.714
2024-09-06,E85,0.82
2024-09-06,GPLc,1.005
2024-09-06,Gazole,1.626
2024-09-06,SP95,1.741
2024-09-06,SP98,1.819
2024-09-07,E10,1.712
2024-09-07,E85,0.825
2024-09-07,GPLc,1.01
2024-09-07,Gazole,1.626
2024-09-07,SP95,1.733
2024-09-07,SP98,1.821
2024-09-08,E10,1.726
2024-09-08,E85,0.832
2024-09-08,GPLc,1.007
2024-09-08,Gazole,1.641
2024-09-08,SP95,1.738
2024-09-08,SP98,1.836
2024-09-09,E10,1.708
2024-09-09,E85,0.823
2024-09-09,GPLc,1.01
2024-09-09,Gazole,1.624
2024-09-09,SP95,1.738
2024-09-09,SP98,1.815
2024-09-10,E10,1.706
2024-09-10,E85,0.825
2024-09-10,GPLc,1.011
2024-09-10,Gazole,1.623
2024-09-10,SP95,1.736
2024-09-10,SP98,1.811
2024-09-11,E10,1.699
2024-09-11,E85,0.823
2024-09-11,GPLc,1.011
2024-09-11,Gazole,1.617
2024-09-11,SP95,1.732
2024-09-11,SP98,1.806
2024-09-12,E10,1.696
2024-09-12,E85,0.821
2024-09-12,GPLc,1.009
2024-09-12,Gazole,1.613
2024-09-12,SP95,1.726
2024-09-12,SP98,1.803
2024-09-13,E10,1.691
2024-09-13,E85,0.816
2024-09-13,GPLc,1.01
2024-09-13,Gazole,1.604
2024-09-13,SP95,1.717
2024-09-13,SP98,1.798
2024-09-14,E10,1.691
2024-09-14,E85,0.815
2024-09-14,GPLc,1.009
2024-09-14,Gazole,1.605
2024-09-14,SP95,1.712
2024-09-14,SP98,1.8
2024-09-15,E10,1.713
2024-09-15,E85,0.819
2024-09-15,GPLc,1.006
2024-09-15,Gazole,1.628
2024-09-15,SP95,1.72
2024-09-15,SP98,1.824
2024-09-16,E10,1.692
2024-09-16,E85,0.815
2024-09-16,GPLc,1.01
2024-09-16,Gazole,1.606
2024-09-16,SP95,1.72
2024-09-16,SP98,1.799
2024-09-17,E10,1.699
2024-09-17,E85,0.818
2024-09-17,GPLc,1.015
2024-09-17,Gazole,1.609
2024-09-17,SP95,1.724
2024-09-17,SP98,1.805
2024-09-18,E10,1.695
2024-09-18,E85,0.816
2024-09-18,GPLc,1.008
2024-09-18,Gazole,1.604
2024-09-18,SP95,1.728
2024-09-18,SP98,1.801
2024-09-19,E10,1.695
2024-09-19,E85,0.817
2024-09-19,GPLc,1.009
2024-09-19,Gazole,1.605
2024-09-19,SP95,1.721
2024-09-19,SP98,1.801
2024-09-20,E10,1.694
2024-09-20,E85,0.816
2024-09-20,GPLc,1.008
2024-09-20,Gazole,1.602
2024-09-20,SP95,1.721
2024-09-20,SP98,1.798
2024-09-21,E10,1.699
2024-09-21,E85,0.816
2024-09-21,GPLc,1.0
2024-09-21,Gazole,1.607
2024-09-21,SP95,1.719
2024-09-21,SP98,1.805
2024-09-22,E10,1.709
2024-09-22,E85,0.821
2024-09-22,GPLc,1.006
2024-09-22,Gazole,1.618
2024-09-22,SP95,1.722
2024-09-22,SP98,1.816
2024-09-23,E10,1.697
2024-09-23,E85,0.812
2024-09-23,GPLc,1.009
2024-09-23,Gazole,1.604
2024-09-23,SP95,1.729
2024-09-23,SP98,1.801
2024-09-24,E10,1.704
2024-09-24,E85,0.82
2024-09-24,GPLc,1.013
2024-09-24,Gazole,1.612
2024-09-24,SP95,1.729
2024-09-24,SP98,1.808
2024-09-25,E10,1.704
2024-09-25,E85,0.816
2024-09-25,GPLc,1.009
2024-09-25,Gazole,1.615
2024-09-25,SP95,1.73
2024-09-25,SP98,1.81
2024-09-26,E10,1.705
2024-09-26,E85,0.816
2024-09-26,GPLc,1.013
2024-09-26,Gazole,1.615
2024-09-26,SP95,1.727
2024-09-26,SP98,1.809
2024-09-27,E10,1.698
2024-09-27,E85,0.812
2024-09-27,GPLc,1.011
2024-09-27,Gazole,1.61
2024-09-27,SP95,1.72
2024-09-27,SP98,1.802
2024-09-28,E10,1.702
2024-09-28,E85,0.814
2024-09-28,GPLc,1.007
2024-09-28,Gazole,1.613
2024-09-28,SP95,1.716
2024-09-28,SP98,1.813
2024-09-29,E10,1.706
2024-09-29,E85,0.82
2024-09-29,GPLc,1.008
2024-09-29,Gazole,1.619
2024-09-29,SP95,1.714
2024-09-29,SP98,1.813
2024-09-30,E10,1.7
2024-09-30,E85,0.811
2024-09-30,GPLc,1.013
2024-09-30,Gazole,1.608
2024-09-30,SP95,1.721
2024-09-30,SP98,1.809
2024-10-01,E10,1.696
2024-10-01,E85,0.813
2024-10-01,GPLc,1.013
2024-10-01,Gazole,1.606
2024-10-01,SP95,1.723
2024-10-01,SP98,1.801
2024-10-02,E10,1.701
2024-10-02,E85,0.813
2024-10-02,GPLc,1.01
2024-10-02,Gazole,1.609
2024-10-02,SP95,1.726
2024-10-02,SP98,1.81
2024-10-03,E10,1.703
2024-10-03,E85,0.81
2024-10-03,GPLc,1.009
2024-10-03,Gazole,1.61
2024-10-03,SP95,1.733
2024-10-03,SP98,1.811
2024-10-04,E10,1.71
2024-10-04,E85,0.813
2024-10-04,GPLc,1.01
2024-10-04,Gazole,1.619
2024-10-04,SP95,1.731
2024-10-04,SP98,1.818
2024-10-05,E10,1.717
2024-10-05,E85,0.815
2024-10-05,GPLc,1.01
2024-10-05,Gazole,1.627
2024-10-05,SP95,1.729
2024-10-05,SP98,1.827
2024-10-06,E10,1.729
2024-10-06,E85,0.818
2024-10-06,GPLc,1.008
2024-10-06,Gazole,1.64
2024-10-06,SP95,1.728
2024-10-06,SP98,1.838
2024-10-07,E10,1.713
2024-10-07,E85,0.81
2024-10-07,GPLc,1.006
2024-10-07,Gazole,1.626
2024-10-07,SP95,1.74
2024-10-07,SP98,1.821
2024-10-08,E10,1.723
2024-10-08,E85,0.815
2024-10-08,GPLc,1.009
2024-10-08,Gazole,1.642
2024-10-08,SP95,1.747
2024-10-08,SP98,1.831
2024-10-09,E10,1.728
2024-10-09,E85,0.814
2024-10-09,GPLc,1.006
2024-10-09,Gazole,1.647
2024-10-09,SP95,1.756
2024-10-09,SP98,1.835
2024-10-10,E10,1.729
2024-10-10,E85,0.814
2024-10-10,GPLc,1.007
2024-10-10,Gazole,1.649
2024-10-10,SP95,1.759
2024-10-10,SP98,1.835
2024-10-11,E10,1.736
2024-10-11,E85,0.816
2024-10-11,GPLc,1.009
2024-10-11,Gazole,1.652
2024-10-11,SP95,1.758
2024-10-11,SP98,1.843
2024-10-12,E10,1.738
2024-10-12,E85,0.814
2024-10-12,GPLc,1.008
2024-10-12,Gazole,1.654
2024-10-12,SP95,1.749
2024-10-12,SP98,1.846
2024-10-13,E10,1.748
2024-10-13,E85,0.819
2024-10-13,GPLc,1.007
2024-10-13,Gazole,1.668
2024-10-13,SP95,1.742
2024-10-13,SP98,1.855
2024-10-14,E10,1.736
2024-10-14,E85,0.811
2024-10-14,GPLc,1.005
2024-10-14,Gazole,1.651
2024-10-14,SP95,1.765
2024-10-14,SP98,1.84
2024-10-15,E10,1.745
2024-10-15,E85,0.815
2024-10-15,GPLc,1.006
2024-10-15,Gazole,1.658
2024-10-15,SP95,1.771
2024-10-15,SP98,1.85
2024-10-16,E10,1.748
2024-10-16,E85,0.816
2024-10-16,GPLc,1.007
2024-10-16,Gazole,1.655
2024-10-16,SP95,1.767
2024-10-16,SP98,1.854
2024-10-17,E10,1.745
2024-10-17,E85,0.815
2024-10-17,GPLc,1.005
2024-10-17,Gazole,1.651
2024-10-17,SP95,1.764
2024-10-17,SP98,1.853
2024-10-18,E10,1.737
2024-10-18,E85,0.81
2024-10-18,GPLc,1.004
2024-10-18,Gazole,1.637
2024-10-18,SP95,1.76
2024-10-18,SP98,1.842
2024-10-19,E10,1.744
2024-10-19,E85,0.816
2024-10-19,GPLc,1.008
2024-10-19,Gazole,1.641
2024-10-19,SP95,1.756
2024-10-19,SP98,1.852
2024-10-20,E10,1.755
2024-10-20,E85,0.819
2024-10-20,GPLc,1.005
2024-10-20,Gazole,1.657
2024-10-20,SP95,1.756
2024-10-20,SP98,1.867
2024-10-21,E10,1.743
2024-10-21,E85,0.813
2024-10-21,GPLc,1.009
2024-10-21,Gazole,1.639
2024-10-21,SP95,1.765
2024-10-21,SP98,1.851
2024-10-22,E10,1.741
2024-10-22,E85,0.816
2024-10-22,GPLc,1.008
2024-10-22,Gazole,1.637
2024-10-22,SP95,1.758
2024-10-22,SP98,1.849
2024-10-23,E10,1.746
2024-10-23,E85,0.816
2024-10-23,GPLc,1.009
2024-10-23,Gazole,1.638
2024-10-23,SP95,1.758
2024-10-23,SP98,1.855
2024-10-24,E10,1.742
2024-10-24,E85,0.814
2024-10-24,GPLc,1.006
2024-10-24,Gazole,1.64
2024-10-24,SP95,1.759
2024-10-24,SP98,1.849
2024-10-25,E10,1.707
2024-10-25,E85,0.799
2024-10-25,GPLc,1.005
2024-10-25,Gazole,1.605
2024-10-25,SP95,1.726
2024-10-25,SP98,1.81
2024-10-26,E10,1.724
2024-10-26,E85,0.804
2024-10-26,GPLc,1.006
2024-10-26,Gazole,1.621
2024-10-26,SP95,1.735
2024-10-26,SP98,1.83
2024-10-27,E10,1.75
2024-10-27,E85,0.815
2024-10-27,GPLc,1.006
2024-10-27,Gazole,1.65
2024-10-27,SP95,1.745
2024-10-27,SP98,1.863
2024-10-28,E10,1.733
2024-10-28,E85,0.809
2024-10-28,GPLc,1.007
2024-10-28,Gazole,1.631
2024-10-28,SP95,1.752
2024-10-28,SP98,1.84
2024-10-29,E10,1.733
2024-10-29,E85,0.814
2024-10-29,GPLc,1.0
2024-10-29,Gazole,1.634
2024-10-29,SP95,1.758
2024-10-29,SP98,1.842
2024-10-30,E10,1.727
2024-10-30,E85,0.813
2024-10-30,GPLc,0.997
2024-10-30,Gazole,1.627
2024-10-30,SP95,1.75
2024-10-30,SP98,1.836
2024-10-31,E10,1.717
2024-10-31,E85,0.808
2024-10-31,GPLc,0.997
2024-10-31,Gazole,1.618
2024-10-31,SP95,1.743
2024-10-31,SP98,1.822
2024-11-01,E10,1.734
2024-11-01,E85,0.82
2024-11-01,GPLc,1.004
2024-11-01,Gazole,1.638
2024-11-01,SP95,1.738
2024-11-01,SP98,1.844
2024-11-02,E10,1.722
2024-11-02,E85,0.809
2024-11-02,GPLc,0.997
2024-11-02,Gazole,1.623
2024-11-02,SP95,1.734
2024-11-02,SP98,1.831
2024-11-03,E10,1.74
2024-11-03,E85,0.816
2024-11-03,GPLc,1.002
2024-11-03,Gazole,1.646
2024-11-03,SP95,1.743
2024-11-03,SP98,1.854
2024-11-04,E10,1.718
2024-11-04,E85,0.811
2024-11-04,GPLc,0.998
2024-11-04,Gazole,1.624
2024-11-04,SP95,1.744
2024-11-04,SP98,1.826
2024-11-05,E10,1.724
2024-11-05,E85,0.812
2024-11-05,GPLc,1.001
2024-11-05,Gazole,1.631
2024-11-05,SP95,1.747
2024-11-05,SP98,1.83
2024-11-06,E10,1.722
